0,727,-1
1,727,3
2,729,1
3,732,1
4,734,3
5,735,6
6,738,1
7,741,3
8,742,4
9,746,3
10,747,3
11,750,3
12,751,1
13,754,3
14,757,1
15,760,3
16,760,1
17,764,1
18,765,3
19,769,3
20,770,1
21,772,3
22,775,1
23,777,3
24,780,4
25,783,1
26,784,3
27,789,3
28,790,3
29,794,4
30,796,4
31,798,3
32,801,1
33,805,4
34,807,4
35,810,3
36,812,3
37,814,3
38,817,3
39,819,1
40,822,3
41,824,1
42,829,3
43,830,4
44,835,3
45,836,3
46,838,3
47,844,3
48,847,4
49,848,1
50,853,4
51,855,4
52,859,6
53,861,4
54,864,1
55,867,4
56,870,3
57,873,3
58,877,4
59,879,6
60,883,1
61,886,3
62,890,4
63,894,3
64,897,4
65,901,3
66,906,4
67,908,3
68,913,1
69,915,6
70,919,1
71,922,4
72,926,6
73,928,3
74,932,1
75,936,3
76,939,3
77,945,3
78,949,3
79,951,6
80,957,4
81,961,3
82,964,4
83,968,4
84,973,4
85,976,4
86,980,3
87,984,4
88,990,4
89,993,6
90,996,4
91,1002,4
92,1004,3
93,1010,3
94,1015,3
95,1020,4
96,1024,4
97,1029,4
98,1034,3
99,1041,6
100,1044,4
101,1050,4
102,1053,3
103,1058,4
104,1064,1
105,1069,3
106,1074,6
107,1077,4
108,1082,4
109,1088,4
110,1093,4
111,1098,4
112,1105,6
113,1111,4
114,1117,6
115,1124,6
116,1130,3
117,1135,7
118,1143,6
119,1149,4
120,1154,4
121,1161,6
122,1165,4
123,1172,6
124,1178,3
125,1183,4
126,1190,4
127,1197,7
128,1203,6
129,1212,6
130,1218,4
131,1227,7
132,1234,7
133,1243,6
134,1252,4
135,1258,7
136,1268,6
137,1276,6
138,1284,4
139,1291,4
140,1299,4
141,1305,6
142,1314,6
143,1323,7
144,1333,7
145,1340,6
146,1352,7
147,1360,7
148,1370,7
149,1381,6
150,1390,7
151,1402,6
152,1412,7
153,1422,4
154,1431,7
155,1443,7
156,1453,7
157,1461,7
158,1471,7
159,1482,9
160,1492,6
161,1503,7
162,1515,9
163,1528,7
164,1540,7
165,1555,9
166,1568,9
167,1582,7
168,1598,9
169,1614,10
170,1629,9
171,1646,9
172,1659,9
173,1675,7
174,1690,9
175,1707,7
176,1724,10
177,1742,12
178,1759,12
179,1778,12
180,1798,12
181,1820,13
182,1843,13
183,1864,10
184,1888,12
185,1911,12
186,1934,12
187,1957,15
188,1978,15
189,2002,13
190,2026,12
191,2049,15
192,2072,13
193,2098,16
194,2125,13
195,2152,18
196,2182,16
197,2216,19
198,2253,19
199,2290,19
200,2329,19
201,2372,19
202,2414,22
203,2462,22
204,2510,22
205,2558,22
206,2606,25
207,2658,27
208,2708,27
209,2763,25
210,2821,28
211,2882,31
212,2949,31
213,3026,36
214,3108,39
215,3201,42
216,3303,45
217,3420,52
218,3550,55
219,3697,61
220,3860,67
221,4042,78
222,4242,81
223,4464,93
224,4708,102
225,4994,117
226,5324,141
227,5742,178
228,6296,234
229,7084,334
230,8380,577
231,13308,280
